carat,price,x,y,z,color_encoded
0.79,2800.0,5.92,5.95,3.67,6
0.61,2800.0,5.43,5.45,3.39,4
0.96,2801.0,6.37,6.41,3.88,2
0.73,2801.0,5.8,5.76,3.61,2
0.73,2801.0,5.76,5.7,3.59,2
0.75,2801.0,5.93,5.96,3.59,5
0.71,2801.0,5.7,5.67,3.53,2
0.71,2801.0,5.64,5.61,3.59,2
0.71,2801.0,5.69,5.64,3.56,2
1.04,2801.0,6.46,6.41,4.0,4
1.0,2801.0,6.45,6.34,3.98,7
0.87,2802.0,6.19,6.23,3.72,4
0.53,2802.0,5.22,5.25,3.24,2
0.72,2802.0,5.79,5.61,3.59,1
0.72,2802.0,5.83,5.7,3.6,2
0.7,2803.0,5.63,5.65,3.55,2
0.74,2803.0,5.74,5.79,3.66,1
0.71,2803.0,5.75,5.71,3.51,4
0.73,2803.0,5.84,5.89,3.5382028642396954,4
0.71,2803.0,5.7,5.67,3.56,2
0.71,2803.0,5.7,5.65,3.54,4
0.77,2803.0,5.93,5.88,3.62,4
0.71,2803.0,5.81,5.77,3.47,4
0.78,2803.0,6.03,5.95,3.64,4
0.71,2803.0,5.66,5.64,3.59,4
0.91,2803.0,6.21,6.15,3.85,0
0.71,2804.0,5.62,5.66,3.6,1
0.8,2804.0,5.88,5.96,3.7,1
0.7,2804.0,5.69,5.73,3.56,0
0.72,2804.0,5.74,5.77,3.55,2
0.72,2804.0,5.75,5.7,3.56,2
0.82,2804.0,6.01,6.08,3.72,5
0.7,2804.0,5.68,5.7,3.47,0
0.72,2804.0,5.74,5.77,3.58,0
0.72,2804.0,5.77,5.8,3.56,0
0.74,2805.0,5.85,5.78,3.59,2
0.74,2805.0,5.8,5.77,3.58,2
0.73,2805.0,5.77,5.81,3.58,1
0.73,2805.0,5.75,5.7,3.58,2
0.72,2805.0,5.74,5.7,3.59,4
0.81,2806.0,5.89,5.94,3.69,4
0.75,2806.0,5.85,5.9,3.56,5
0.7,2806.0,5.72,5.74,3.53,2
0.71,2807.0,5.731450800556568,5.72,3.54,2
0.71,2807.0,5.84,5.9,3.52,2
0.93,2807.0,6.21,6.19,3.84,7
0.8,2808.0,5.87,5.91,3.7,5
0.7,2808.0,5.64,5.71,3.52,2
0.75,2808.0,5.78,5.74,3.65,4
0.58,2808.0,5.41,5.43,3.3,1
0.73,2808.0,5.74,5.7,3.61,0
0.81,2809.0,5.85,5.79,3.67,2
0.71,3933.022046909961,5.731450800556568,5.8,3.53,2
0.7,2810.0,5.63,5.7,3.5,2
0.7,3933.022046909961,5.731450800556568,5.84,3.48,9
0.74,2810.0,5.81,5.85,3.6,0
0.7,2810.0,5.57,5.61,3.51,2
0.8,2810.0,5.84,5.93,3.69,4
0.797822920133926,2811.0,5.731450800556568,5.76,3.5382028642396954,4
0.83,2811.0,5.98,5.95,3.79,0
0.7,2812.0,5.57,5.64,3.53,4
0.7,2812.0,5.49,5.53,3.5,1
0.7,2812.0,5.63,5.69,3.49,2
0.32,554.0,4.37,4.34,2.73,6
0.32,554.0,4.39,4.34,2.74,6
0.797822920133926,554.0,5.731450800556568,5.73451731535397,3.5382028642396954,6
0.32,554.0,4.39,4.36,2.67,6
0.797822920133926,3933.022046909961,5.731450800556568,4.36,2.76,4
0.32,554.0,4.47,4.42,2.7,6
0.3,554.0,4.31,4.29,2.62,5
0.3,554.0,4.41,4.38,2.64,5
0.3,554.0,4.28,4.24,2.68,5
0.3,554.0,4.29,4.27,2.71,5
0.3,554.0,4.26,4.2,2.7,5
0.3,554.0,4.27,4.22,2.67,5
0.3,554.0,4.25,4.23,2.69,5
0.33,554.0,4.85,4.79,2.95,5
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,2.66,4
0.29,555.0,4.2,4.25,2.63,1
0.31,555.0,4.32,4.35,2.68,2
0.797822920133926,555.0,5.731450800556568,4.5,3.5382028642396954,5
0.34,555.0,4.54,4.57,2.75,5
0.34,555.0,4.48,4.52,2.78,6
0.34,555.0,4.5,4.53,2.8,6
0.3,555.0,4.29,4.31,2.68,4
0.29,555.0,4.26,4.31,2.64,2
0.35,555.0,4.56,4.58,2.77,4
0.32,556.0,4.37,4.42,2.7,2
0.36,556.0,4.54,4.57,2.82,6
0.3,556.0,4.28,4.3,2.66,4
0.26,556.0,4.09,4.12,2.52,1
0.7,2812.0,5.64,5.72,3.54,2
0.7,2812.0,5.66,5.71,3.46,2
0.71,2812.0,5.69,5.72,3.56,0
0.51,2812.0,5.15,5.11,3.18,2
0.91,2813.0,6.3,6.29,3.77,4
0.84,2813.0,6.0,5.95,3.79,1
0.76,2814.0,5.86,5.81,3.63,1
0.76,2814.0,5.88,5.85,3.62,1
0.75,2814.0,5.86,5.83,3.57,1
0.55,2815.0,5.23,5.27,3.23,0
0.74,2815.0,5.79,5.81,3.58,4
0.7,2815.0,5.75,5.81,3.49,5
0.7,2815.0,5.7,5.76,3.52,5
0.7,2815.0,5.73,5.79,3.54,5
0.7,2815.0,5.72,5.77,3.53,5
0.89,2815.0,6.26,6.23,3.76,5
1.02,2815.0,6.55,6.5,3.94,4
0.78,2816.0,5.91,5.95,3.64,6
0.61,2816.0,5.52,5.54,3.32,4
0.71,2816.0,5.61,5.69,3.58,0
0.78,2816.0,5.96,5.88,3.64,2
0.87,2816.0,6.16,6.13,3.85,5
0.83,2816.0,6.04,6.0,3.76,5
0.71,2817.0,5.78,5.73,3.53,1
0.71,2817.0,5.84,5.89,3.53,6
0.71,2817.0,5.66,5.64,3.54,1
0.71,2817.0,5.69,5.65,3.53,1
0.63,2817.0,5.48,5.52,3.38,2
0.71,2817.0,5.75,5.7,3.54,1
0.71,2817.0,5.77,5.72,3.52,1
0.71,2817.0,5.77,5.73,3.53,1
0.9,2817.0,6.2,6.16,3.88,7
0.7,2818.0,5.66,5.63,3.52,1
0.7,2818.0,5.64,5.6,3.54,1
1.0,2818.0,6.43,6.39,3.93,5
0.8,2818.0,5.731450800556568,6.0,3.68,3
0.7,2818.0,5.66,5.61,3.54,1
0.7,2818.0,5.69,5.64,3.5,2
0.7,2818.0,5.68,5.64,3.55,1
0.72,2819.0,5.64,5.68,3.61,4
0.72,2819.0,5.73,5.77,3.58,5
0.71,2820.0,5.66,5.69,3.57,4
0.75,2821.0,5.8,5.78,3.59,1
0.73,2821.0,5.77,5.73,3.54,1
0.53,2821.0,5.2,5.21,3.22,1
0.73,2821.0,5.83,5.76,3.55,1
0.73,2821.0,5.72,5.7,3.63,1
0.73,2821.0,5.77,5.68,3.56,1
0.73,2821.0,5.84,5.82,3.6,0
0.73,2821.0,5.76,5.7,3.62,1
0.7,2822.0,5.74,5.71,3.48,1
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,3.5382028642396954,1
0.72,2822.0,5.8,5.76,3.52,1
0.72,2822.0,5.77,5.7,3.58,1
0.7,2822.0,5.73,5.7,3.44,1
0.6,2822.0,5.37,5.4,3.34,2
0.74,2822.0,5.85,5.89,3.57,6
0.73,2822.0,5.75,5.78,3.58,2
0.71,2822.0,5.71,5.67,3.57,0
0.71,2822.0,5.75,5.73,3.52,0
0.7,2822.0,5.82,5.75,3.48,0
0.7,2822.0,5.75,5.72,3.48,0
0.71,2822.0,5.86,5.83,3.52,0
0.7,2822.0,5.73,5.68,3.51,1
0.7,2822.0,5.71,5.66,3.56,1
0.7,2822.0,5.62,5.59,3.51,0
0.7,3933.022046909961,5.73,5.63,3.5382028642396954,9
0.7,2822.0,5.731450800556568,5.73451731535397,3.5382028642396954,2
0.7,3933.022046909961,5.731450800556568,5.71,3.5382028642396954,0
0.79,2823.0,5.86,5.9,3.69,0
0.9,2823.0,6.06,6.13,3.89,6
0.71,2823.0,5.71,5.66,3.54,1
0.61,2823.0,5.51,5.59,3.4,1
0.71,2823.0,5.77,5.73,3.47,1
0.797822920133926,3933.022046909961,5.74,5.69,3.5382028642396954,3
0.77,2824.0,5.84,5.86,3.63,6
0.74,2824.0,5.73,5.75,3.62,1
0.82,2824.0,6.02,5.97,3.74,2
0.82,2824.0,6.05,6.03,3.67,1
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,3.5382028642396954,4
0.83,2825.0,6.08,6.05,3.64,5
0.73,2825.0,5.75,5.8,3.58,4
0.83,2825.0,6.02,5.95,3.74,5
1.17,2825.0,6.9,6.83,4.13,7
0.73,2826.0,5.75,5.68,3.58,1
0.9,2826.0,6.11,6.07,3.79,6
0.7,2826.0,5.66,5.6,3.5,1
0.7,2826.0,5.6,5.58,3.54,0
0.9,2826.0,6.17,6.07,3.88,6
0.78,2826.0,5.97,5.94,3.62,2
0.96,2826.0,6.41,6.37,3.88,2
0.797822920133926,3933.022046909961,5.67,5.73451731535397,3.54,9
0.797822920133926,3933.022046909961,5.731450800556568,5.9,3.5382028642396954,8
0.7,2827.0,5.69,5.74,3.52,5
0.7,2827.0,5.66,5.7,3.54,5
0.7,2828.0,5.731450800556568,5.73451731535397,3.5382028642396954,9
1.01,2828.0,5.731450800556568,5.73451731535397,3.91,5
0.72,2829.0,5.75,5.7,3.56,2
0.8,2829.0,5.91,5.87,3.75,1
0.59,2829.0,5.36,5.38,3.33,1
0.72,2829.0,5.77,5.74,3.55,2
0.75,2829.0,5.88,5.82,3.62,1
0.8,2829.0,6.05,6.01,3.63,1
0.71,2830.0,5.65,5.7,3.56,1
0.77,2830.0,5.84,5.89,3.62,5
0.797822920133926,2830.0,6.41,6.43,3.5382028642396954,4
0.53,2830.0,5.23,5.73451731535397,3.5382028642396954,4
0.53,2830.0,5.16,5.19,3.2,2
0.8,2830.0,5.94,5.99,3.7,6
0.76,2831.0,5.89,5.98,3.5382028642396954,1
0.72,2831.0,5.7,5.76,3.57,1
0.75,2831.0,5.82,5.87,3.59,1
0.72,2831.0,5.73,5.76,3.57,1
0.79,2831.0,5.93,5.91,3.66,4
0.72,2832.0,5.71,5.75,3.58,2
0.91,2832.0,6.15,6.18,3.87,6
0.71,2832.0,5.75,5.65,3.54,4
0.81,2832.0,5.87,5.81,3.68,4
0.82,2832.0,5.91,5.97,3.71,5
0.71,2832.0,5.72,5.66,3.54,2
0.8,2833.0,5.86,5.95,3.66,6
0.56,2833.0,5.28,5.34,3.24,1
0.7,2833.0,5.74,5.76,3.51,0
0.61,2833.0,5.45,5.48,3.37,2
0.85,2833.0,6.02,6.07,3.78,5
0.797822920133926,3933.022046909961,5.73,5.73451731535397,3.5382028642396954,4
0.8,2834.0,5.94,5.87,3.67,4
0.8,2834.0,5.91,5.87,3.7,5
0.51,2834.0,5.16,5.19,3.1,0
0.53,2834.0,5.2,5.23,3.2,2
0.78,2834.0,5.92,5.95,3.67,6
0.9,2834.0,6.17,6.14,3.9,7
0.77,2834.0,6.01,5.95,3.63,1
0.73,2835.0,5.89,5.81,3.58,2
0.63,2835.0,5.47,5.51,3.4,2
0.7,2835.0,5.7,5.75,3.52,1
0.72,2835.0,5.71,5.73,3.59,1
0.72,2835.0,5.78,5.8,3.53,1
0.75,2835.0,5.731450800556568,5.73451731535397,3.5382028642396954,2
0.82,2836.0,6.04,6.06,3.67,5
0.71,2836.0,5.6,5.65,3.53,1
0.7,2837.0,5.69,5.66,3.55,1
0.797822920133926,2837.0,5.731450800556568,5.69,3.5382028642396954,4
0.71,2838.0,5.86,5.82,3.49,2
0.76,2838.0,5.92,5.94,3.61,5
0.7,2838.0,5.72,5.64,3.54,2
0.7,2838.0,5.69,5.63,3.49,2
0.7,2838.0,5.73,5.64,3.56,4
0.7,2838.0,5.53,5.49,3.5,1
0.7,2838.0,5.71,5.66,3.46,2
0.797822920133926,2838.0,5.731450800556568,5.75,3.5382028642396954,4
0.797822920133926,2838.0,5.731450800556568,5.57,3.5382028642396954,8
0.74,2839.0,5.85,5.89,3.52,1
0.71,2839.0,5.74,5.71,3.52,2
0.7,2839.0,5.75,5.72,3.53,2
0.71,2839.0,5.82,5.68,3.57,2
0.71,2839.0,5.75,5.72,3.47,2
0.7,2839.0,5.73,5.71,3.57,2
0.73,2839.0,5.8,5.82,3.59,4
0.7,2839.0,5.69,5.72,3.54,1
0.7,2839.0,5.71,5.74,3.51,4
0.71,2839.0,5.82,5.78,3.5,4
0.71,2839.0,5.7,5.62,3.55,2
0.77,2840.0,5.9,5.87,3.59,5
0.75,2840.0,5.85,5.92,3.52,2
0.7,2840.0,5.75,5.8,3.52,2
0.92,2840.0,6.27,6.2,3.86,0
0.83,2840.0,6.08,6.04,3.72,2
0.73,2841.0,5.9,5.87,3.55,2
0.71,2841.0,5.69,5.61,3.58,0
0.797822920133926,2841.0,5.731450800556568,5.71,3.63,0
0.82,2841.0,6.0,6.12,3.74,2
0.82,2841.0,5.96,6.02,3.73,2
0.52,2841.0,5.19,5.21,3.18,2
0.73,2841.0,5.76,5.8,3.55,0
0.73,2841.0,5.87,5.77,3.5,2
0.73,2841.0,5.82,5.77,3.56,4
0.8,2842.0,5.92,5.96,3.72,6
0.7,2843.0,5.65,5.67,3.55,1
0.81,2843.0,5.91,5.92,3.74,2
0.71,3933.022046909961,5.731450800556568,5.79,3.54,0
0.73,2843.0,5.81,5.84,3.57,4
0.73,2843.0,5.73,5.79,3.56,2
0.72,2843.0,5.71,5.74,3.55,1
0.81,2843.0,5.91,5.95,3.68,2
0.71,2843.0,5.81,5.78,3.52,4
0.7,2844.0,5.65,5.68,3.51,1
1.01,2844.0,6.45,6.46,3.97,6
1.01,2844.0,6.35,6.39,4.02,6
0.79,2844.0,5.91,5.93,3.7,5
0.7,2845.0,5.65,5.68,3.5,1
0.8,2845.0,5.92,5.82,3.72,5
0.79,2846.0,5.96,5.91,3.65,0
0.72,3933.022046909961,5.79,5.73451731535397,3.5,2
0.73,2846.0,5.731450800556568,5.84,3.58,5
0.7,2846.0,5.71,5.76,3.53,1
0.77,2846.0,5.84,5.79,3.66,1
0.77,2846.0,5.91,5.81,3.59,4
0.77,2846.0,5.94,5.89,3.63,4
0.84,2847.0,6.1,6.12,3.74,5
0.72,3933.022046909961,5.731450800556568,5.85,3.52,4
0.76,2847.0,5.93,5.88,3.61,0
0.7,2848.0,5.61,5.68,3.55,4
0.54,3933.022046909961,5.731450800556568,5.73451731535397,3.24,4
0.74,2849.0,5.75,5.73,3.62,1
0.7,2850.0,5.74,5.77,3.51,1
0.7,2850.0,5.69,5.79,3.49,2
0.75,2850.0,5.83,5.87,3.6,7
1.2,2850.0,6.75,6.67,4.23,5
0.8,2851.0,5.89,5.82,3.71,2
0.66,2851.0,5.54,5.57,3.45,0
0.86,2851.0,6.04,5.98,3.77,5
0.74,2851.0,5.85,5.81,3.56,2
0.58,2852.0,5.37,5.43,3.27,1
0.78,2852.0,5.88,5.92,3.63,6
0.74,2852.0,5.85,5.86,3.59,4
0.73,2852.0,5.7,5.79,3.6,1
0.91,2852.0,6.12,6.07,3.87,6
0.71,2853.0,5.67,5.7,3.56,2
0.71,2853.0,5.64,5.66,3.59,4
0.79,2853.0,5.9,5.85,3.69,0
0.79,2853.0,6.07,6.03,3.63,0
0.71,2853.0,5.73,5.66,3.57,1
0.82,2853.0,5.99,5.97,3.7,6
0.78,2854.0,5.87,5.95,3.66,5
0.7,2854.0,5.64,5.7,3.54,1
0.73,2854.0,5.86,5.76,3.6,1
0.68,2854.0,5.67,5.64,3.49,2
0.73,2855.0,5.7,5.75,3.58,2
1.03,2855.0,6.38,6.29,4.03,7
0.74,2855.0,5.8,5.74,3.6,0
1.02,2856.0,6.49,6.43,3.98,5
